TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,hash_value
"","397","abike-the-iya-loja","abike the iya loja","Abike is a well known trader & the iya-loja of the largest market in Lagos.","Female","hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya","7b210c03-5446-462d-980e-c73dbbc1e386","efe5a55fa4fb40a5274630ef5f2cde2544f2f8a6ace586757fbdd6be15f7db1d"
"","398","ashanti-the-gold seller","ashanti the gold seller","Ashanti is a well known gold trader whose trinkets are one of a kind.","Female","hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived","80b51092-3fbc-4d0c-8518-fc461ccb6c80","d6b64db7bc2d719d0aef409fe475943b9a66152cf240e0ba01ec992adf7aa8a5"
"","399","yemoja-the-cool","yemoja the cool","Yemoja is a content creator who is known for her cool girl aesthetic.","Female","hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none","1693b44d-96cf-4c2d-89be-9f4219c28447","5b027e74ff8fb5ab308685eb74b89e37c9e590ed19c20b907c4d4cb003bfdc7b"
"","400","Nana-the-dancer","nana the dancer","Nana is a dancer from Kumasi who performes at well known events all over Ghana.","Female","hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none","9609d0f4-d9d3-4cff-aa06-a9c459fefa39","bf3b2edafc5cf82771837a8ba89381e9833675676038d1f72563df33ad48a909"
"TEAM BOOT","401","smirky-becky","smirky becky","Becky ends every statement she makes with a smirk.","Female","hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted","87bcc41f-eb3e-4ba2-9645-223c949a9b50","ab7bb39bfc8dab5076ebe151e1442fd2bce1d0face53e41e38f22f9e72848400"
"","402","ankara-scarlett","ankara scarlett","Scarlett is a tailor at yaba market and she loves what she does.","Female","hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity","66d0149f-5f2a-4ded-8e6b-9bd7d7631c39","79340213f4f9a54c66d45c4d994bdc8481edfe1d0a6bf54bc95bcc8425904af8"
"","403","sea-rastafaria","sea rastafaria","Ronke is the ghetto goddess that nobody wants to mess with; stay clear.","Female","hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient","d1556c97-9075-49fc-8bde-1826bfc2dbe1","7bcc5f48a9c13355facd09f6e03d565b593fbc47afa8c4b5d58ea1afe12fd2e4"
"","404","pretty-betty","pretty betty","Betty is very proud of her beauty and does not hesitate to flaunt it.","Female","hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride","6a4f5b7c-914d-42c5-8e5f-d1c34ca48886","57b9f6a65abfd78accbf30f3b3b4a6465edfa5eee1920d4a2b325d396e3a5939"
"","405","lola-medusa","lola medusa","Lola is the head maketer at her firm and she is the best at negotiating.","Female","hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism","32ec57f7-8272-4671-ad2d-db3dff99fe9f","617bd1228ef15636eb8a45f4c985478ae8c0882ea98c5c6d66503d1531a68377"
"","406","bukola-nosend","bukola nosend","Bukola is friends with many but always get moody.","Female","hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination","59d19b13-09e2-412e-a669-df020e03ae10","150d2174ccf15ae7e9649f7643d81127100ba69598beaa4dad94f07bdad1b38f"
"","407","burna-morgan","burna morgan","Morgan paints the town red with her red hair.","Female","hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy","d08af477-de20-4780-8449-46b87840b9fa","35f3e5ac3e34416328ace38fbfe95f210d619108a1142932d2c006fb87331902"
"","408","afro-star","afro star","Bimbo is an afro star with great affluence.","Female","hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive","40743b16-ae12-4b4a-989c-e5fbf1e2e0ca","f815fe6fb743432aafbc8536bfeba54c4874fad8cd9426234140eac3b03e68d8"
"","409","fiesty-sandra","fiesty sandra","Sandra is a social animal; correct owambe ambassador.","Female","hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span","d875aa6c-3e4a-4450-b09c-e9f1cdcc3947","deb0fdda0755471af34603c908841e17c728d67cce4e5ab16226b04d75acc068"
"","410","sister-nkechi-sabi","sister nkechi sabi","Nkechi is the true definition of amebo; always in peoples business.","Female","hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet","a728a380-1d33-4080-841d-80b041474d8f","ad26a9609ba7b2e40c9900b9e39210b2871b84ab848126d2c8b9a9cd3cf0fdf3"
"","411","unfriendly-gina","unfriendly gina","Gina is an angry one; she has no friends but has a lot of money.","Female","hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace","dd30a327-8a74-40a5-8207-19a790508ccc","185c5ba519293765642baeec18b22842dd7a31d71362ea1db045469a9033620a"
"","412","dada-ganster","dada ganster","Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.","Female","hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive","e1a43f65-aad2-4385-ac5e-bc159c6e0f2a","0ab943a74af56c86443de030371840cba2b48ba2141595f41834915b53a6b1fc"
"","413","idoncare-linda","idoncare linda","Linda is a carefree woman that pays little attention to whatever is happening round her.","Female","hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right","ed04b47c-ae98-4db2-b71b-04d7bb976d45","0cf8fd10e0624fc79450a3320b83f8fdeed1f12b6e61bbeed3b76cf90d00efaa"
"","414","doubting-vivian","doubting vivian","Vivian just like the thomas in the bible; she doubts all.","Female","hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues","a0282797-44ef-4bfb-a701-e4ed5e727d63","6cfb1a1741ff9f711d07f918be67f08b2a9e2674c983cb18cfaeab097332deff"
"","415","simbi-side-eyed","simbi side eyed","Simbi is reserved but doesn't allow anyone intimidate her.","Female","hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn","1f99104c-e98b-4c9a-9891-00a481e86008","45b144db13274d163c4f0ccbc65a94168c61a93e330a181be77f4cedf49491e9"
"","416","bambi-tekno","bambi tekno","Bambi is the dancer of the team; anytime she hears a beat shes on her feet.","Female","hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination","95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce","50c117f81c8643c80a15e105278e770fd02ab72132e2330aa4112aaa0097f737"
"","417","saka-portable","saka portable","Saka is forever convinced that his toothless smile is the icing on his cake.","Male","hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn","bd98f74f-e42e-494e-8298-3183555ca666","c0ef9e15d18f5b9cbdd49b62c01fd7a5be26fb6c635c21d9ce4fe410a21e8cd8"
"","418","king-of-boys","king of boys","Busayo has her way of convincing people to do things her way.","Female","hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate","a650e79c-f964-4eb1-aa89-f9c1dbdede76","7b01eba1d2ede4d345f230fef2d5a6ef0246edbbc3bfd3929cbca6e4b189b0d1"
"","419","funky-alte-pop","funky alte pop","Funke is always the life of every party; strong gen z advocate.","Female","hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish","b6753a8b-6127-4e97-812b-99e465791ba3","4f9884abb993e5bcad664b2e2d76d495ae571841327066d51d6ecbf482b694d4"
"","420","madame-ngozi","madame ngozi","Ngozi make heads turn with her beautiful collection of materials from all over Africa.","Female","hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride","7ecdbb1d-9a89-4136-b240-499051836979","0ecc11fcc0feb38150b7cefc3f660d42724a0f08e2460292c4c6cbe49b7a00d8"
